DATE,OP,MAXP,MINP,CLP,PERC,VOL,MA5,MA10,MA20,MA60,K9,D9,MACD,DIF,BIAS5,BIAS10,CLPUD,CLPUDPY,ZIG5,ZIGTRN,KDHL,KDCRS,OSC,OSCUD,OSCTRN,BBANDU,BBANDD,BBANDTCH
20201204,498.5,505.0,497.5,503.0,1.2072,54471.043,493.9,492.3,482.7,456.69,74.79,62.57,11.06,11.56,1.84,2.17,1.0,1.0,606.53,0.0,0.0,0.0,0.5,1.0,1.0,505.2572161402953,460.14278385970465,0.0
20201207,512.0,515.0,506.0,514.0,2.1869,45493.551,500.6,494.05,485.48,458.14,82.22,69.12,11.37,12.61,2.68,4.04,1.0,1.0,608.55,0.0,2.219999999999999,0.0,1.2400000000000002,1.0,0.0,509.4959412890688,461.4640587109312,1.0
20201208,514.0,525.0,509.0,524.0,1.9455,41830.258,507.4,497.25,489.13,459.63,87.4,75.22,11.91,14.09,3.27,5.38,1.0,1.0,610.56,0.0,7.400000000000006,0.0,2.1799999999999997,1.0,0.0,514.5650904067589,463.69490959324105,1.0
20201209,521.0,524.0,520.0,520.0,-0.7634,46831.703,511.6,500.55,492.28,461.02,87.86,79.43,12.48,14.77,1.64,3.89,-1.0,0.0,612.57,0.0,7.859999999999999,0.0,2.289999999999999,1.0,0.0,518.9816692174852,465.57833078251474,1.0
20201210,511.0,515.0,510.0,512.0,-1.5385,43991.133,514.6,502.85,494.98,462.2,82.17,80.34,12.89,14.49,-0.51,1.82,-1.0,0.0,614.59,0.0,2.1700000000000017,0.0,1.5999999999999996,-1.0,-1.0,522.7078461298386,467.2521538701615,0.0
20201211,517.0,517.0,505.0,516.0,0.7812,51296.609,517.2,505.55,497.68,463.38,80.88,80.52,13.2,14.43,-0.23,2.07,1.0,1.0,616.6,0.0,0.8799999999999955,0.0,1.2300000000000004,-1.0,0.0,526.2165274691929,469.1434725308071,0.0
20201214,512.0,513.0,508.0,508.0,-1.5504,30809.746,516.0,508.3,498.88,464.22,69.26,76.77,13.27,13.58,-1.55,-0.06,-1.0,0.0,618.62,0.0,0.0,-1.0,0.3100000000000005,-1.0,0.0,527.8306096654285,469.9293903345715,0.0
20201215,507.0,510.0,504.0,504.0,-0.7874,43059.898,512.0,509.7,499.8,465.14,56.18,69.9,13.11,12.44,-1.56,-1.12,-1.0,0.0,620.63,0.0,0.0,0.0,-0.6699999999999999,-1.0,0.0,528.8138553108683,470.78614468913173,0.0
20201216,509.0,515.0,507.0,512.0,1.5873,53661.281,510.4,511.0,500.55,466.28,55.03,64.95,12.89,12.04,0.31,0.2,1.0,1.0,622.64,0.0,0.0,0.0,-0.8500000000000014,-1.0,0.0,529.3610165561718,471.7389834438283,0.0
20201217,515.0,515.0,508.0,508.0,-0.3922,39285.785,509.6,512.1,501.45,467.41,43.03,57.64,12.57,11.28,-0.31,-0.8,-1.0,0.0,624.66,0.0,0.0,0.0,-1.290000000000001,-1.0,0.0,529.768080355137,473.13191964486293,0.0
20201218,508.0,512.0,507.0,510.0,0.3937,40625.504,508.4,512.8,502.55,468.63,38.21,51.17,12.2,10.71,0.31,-0.55,1.0,1.0,626.67,0.0,0.0,0.0,-1.4899999999999984,-1.0,0.0,530.1305307236826,474.9694692763174,0.0
20201221,512.0,517.0,508.0,516.0,1.1765,35153.137,510.0,513.0,503.53,470.0,45.48,49.27,11.88,10.62,1.18,0.58,1.0,1.0,628.69,0.0,0.0,0.0,-1.2600000000000016,1.0,1.0,530.2133412450539,476.84665875494596,0.0
20201222,512.0,516.0,509.0,509.0,-1.3566,25632.244,511.0,511.5,504.38,471.43,43.14,47.22,11.48,9.87,-0.39,-0.49,-1.0,0.0,630.7,0.0,0.0,0.0,-1.6100000000000012,-1.0,-1.0,529.9901557004248,478.7698442995752,0.0
20201223,508.0,511.0,506.0,509.0,0.0,18320.85,510.4,510.4,505.48,472.85,41.58,45.34,11.02,9.17,-0.27,-0.27,0.0,1.0,632.72,0.0,0.0,0.0,-1.8499999999999996,-1.0,0.0,529.8639101663372,481.09608983366286,0.0
20201224,511.0,512.0,508.0,510.0,0.1965,15218.008,510.8,510.2,506.53,474.16,43.1,44.6,10.53,8.59,-0.16,-0.04,1.0,1.0,634.73,0.0,0.0,0.0,-1.9399999999999995,-1.0,0.0,529.6248652301762,483.43513476982383,0.0
20201225,514.0,515.0,510.0,511.0,0.1961,12581.145,511.0,509.7,507.63,475.49,46.68,45.29,10.05,8.13,0.0,0.26,1.0,1.0,636.74,0.0,0.0,1.0,-1.92,1.0,1.0,529.4523440537446,485.80765594625547,0.0
20201228,512.0,515.0,509.0,515.0,0.7828,19520.887,510.8,510.4,509.35,476.86,58.4,49.66,9.64,7.99,0.82,0.9,1.0,1.0,638.76,0.0,0.0,0.0,-1.6500000000000004,1.0,0.0,529.8952439995246,488.80475600047544,0.0
20201229,515.0,517.0,513.0,515.0,0.0,20226.736,512.0,511.5,510.6,478.23,66.2,55.17,9.27,7.79,0.59,0.68,0.0,1.0,640.77,0.0,0.0,0.0,-1.4799999999999995,1.0,0.0,529.8522680222358,491.3477319777643,0.0
20201230,516.0,525.0,514.0,525.0,1.9417,46705.105,515.2,512.8,511.9,479.66,77.47,62.61,9.08,8.34,1.9,2.38,1.0,1.0,642.79,0.0,0.0,0.0,-0.7400000000000002,1.0,0.0,529.8680751334136,493.93192486658626,0.0
20201231,526.0,530.0,524.0,530.0,0.9524,31173.332,519.2,515.0,513.55,481.11,84.98,70.06,9.08,9.07,2.08,2.91,1.0,1.0,644.8,0.0,4.980000000000004,0.0,-0.009999999999999787,1.0,0.0,530.2784527377758,496.8215472622241,0.0
20210104,530.0,540.0,528.0,536.0,1.1321,39489.961,524.2,517.6,515.2,482.49,86.06,75.4,9.27,10.03,2.25,3.55,1.0,1.0,646.82,0.0,6.060000000000002,0.0,0.7599999999999998,1.0,0.0,530.8092642683761,499.590735731624,1.0
20210105,536.0,542.0,535.0,542.0,1.1194,34839.391,529.6,520.2,516.6,483.86,90.71,80.5,9.64,11.14,2.34,4.19,1.0,1.0,648.83,0.0,10.709999999999994,0.0,1.5,1.0,0.0,531.2700945804722,501.9299054195278,1.0
20210106,555.0,555.0,541.0,549.0,1.2915,55614.434,536.4,524.2,517.85,485.31,89.55,83.52,10.2,12.44,2.35,4.73,1.0,1.0,650.84,0.0,9.549999999999997,0.0,2.24,1.0,0.0,531.98955059399,503.7104494060101,1.0
20210107,554.0,570.0,553.0,565.0,2.9144,53392.762,544.4,529.8,520.1,487.08,90.3,85.78,11.08,14.59,3.78,6.64,1.0,1.0,652.86,0.0,10.299999999999997,0.0,3.51,1.0,0.0,534.2222257098518,505.9777742901482,1.0
20210108,580.0,580.0,571.0,580.0,2.6549,62957.148,554.4,536.8,523.5,489.19,93.53,88.36,12.33,17.31,4.62,8.05,1.0,1.0,654.87,0.0,13.530000000000001,0.0,4.979999999999999,1.0,0.0,538.2533568722512,508.7466431277488,1.0
20210111,577.0,584.0,574.0,584.0,0.6897,52771.777,564.0,544.1,526.9,491.44,95.69,90.81,13.77,19.56,3.55,7.33,1.0,1.0,656.89,0.0,15.689999999999998,0.0,5.789999999999999,1.0,0.0,542.8721598727285,510.92784012727145,1.0
20210112,583.0,597.0,582.0,591.0,1.1986,52605.211,573.8,551.7,531.05,493.67,94.72,92.11,15.35,21.66,3.0,7.12,1.0,1.0,658.9,0.0,14.719999999999999,0.0,6.3100000000000005,1.0,0.0,548.6855238084951,513.4144761915048,1.0
20210113,595.0,605.0,593.0,605.0,2.3689,75707.68,585.0,560.7,536.1,496.23,96.48,93.57,17.12,24.18,3.42,7.9,1.0,1.0,660.91,0.0,16.480000000000004,0.0,7.059999999999999,1.0,0.0,555.9135761537386,516.2864238462614,1.0
20210114,587.0,597.0,587.0,592.0,-2.1488,90309.711,590.4,567.4,540.1,498.55,92.02,93.05,18.66,24.83,0.27,4.34,-1.0,0.0,662.93,0.0,12.019999999999996,-1.0,6.169999999999998,-1.0,-1.0,562.2138073384028,517.9861926615972,1.0
20210115,621.0,625.0,601.0,601.0,1.5203,100998.195,594.6,574.5,544.75,500.98,85.79,90.63,20.08,25.78,1.08,4.61,1.0,1.0,664.94,0.0,5.790000000000006,0.0,5.700000000000003,-1.0,0.0,569.383239230763,520.116760769237,1.0
20210118,608.0,608.0,594.0,607.0,0.9983,50388.664,599.2,581.6,549.6,503.57,83.39,88.22,21.41,26.71,1.3,4.37,1.0,1.0,666.96,0.0,3.3900000000000006,0.0,5.300000000000001,-1.0,0.0,576.954200774287,522.2457992257131,1.0
20210119,618.0,632.0,613.0,627.0,3.2949,52947.465,606.4,590.1,555.15,506.52,86.81,87.75,22.87,28.73,3.4,6.25,1.0,1.0,668.97,0.0,6.810000000000002,0.0,5.859999999999999,1.0,1.0,585.4803494210007,524.8196505789992,1.0
20210120,633.0,650.0,631.0,647.0,3.1898,95484.469,614.8,599.9,562.05,509.85,89.94,88.48,24.62,31.58,5.24,7.85,1.0,1.0,670.99,0.0,9.939999999999998,1.0,6.959999999999997,1.0,0.0,595.785588612028,528.3144113879719,1.0
20210121,640.0,679.0,640.0,673.0,4.0185,97590.367,631.0,610.7,570.25,513.67,91.39,89.45,26.8,35.53,6.66,10.2,1.0,1.0,673.0,-1.0,11.39,0.0,8.73,1.0,0.0,607.9895837814886,532.5104162185114,1.0
20210122,649.0,665.0,649.0,649.0,-3.5661,134238.313,640.6,617.6,577.2,517.2,83.95,87.62,28.7,36.3,1.31,5.08,-1.0,0.0,659.33,0.0,3.950000000000003,-1.0,7.599999999999998,-1.0,-1.0,619.0794475966434,535.3205524033567,1.0
20210125,642.0,646.0,626.0,633.0,-2.4653,98608.281,645.8,622.5,583.3,520.55,72.63,82.62,30.0,35.22,-1.98,1.69,-1.0,0.0,645.67,0.0,0.0,0.0,5.219999999999999,-1.0,0.0,629.1808227912272,537.4191772087727,1.0
20210126,632.0,640.0,610.0,617.0,-2.5276,114797.609,643.8,625.1,588.4,523.58,59.29,74.85,30.54,32.69,-4.16,-1.3,-1.0,0.0,632.0,0.0,0.0,0.0,2.1499999999999986,-1.0,0.0,637.9723236796501,538.8276763203498,0.0
20210127,618.0,625.0,611.0,615.0,-0.3241,72823.688,637.4,626.1,593.4,526.48,47.76,65.82,30.47,30.18,-3.51,-1.77,-1.0,0.0,618.33,0.0,0.0,0.0,-0.28999999999999915,-1.0,0.0,646.277069463048,540.522930536952,0.0
20210128,600.0,608.0,598.0,601.0,-2.2764,104181.516,623.0,627.0,597.2,528.99,34.59,55.41,29.72,26.75,-3.53,-4.15,-1.0,0.0,604.67,0.0,0.0,0.0,-2.969999999999999,-1.0,0.0,652.7733108155345,541.6266891844656,0.0
20210129,619.0,619.0,591.0,591.0,-1.6639,96875.891,611.4,626.0,600.25,531.33,23.06,44.63,28.37,22.96,-3.34,-5.59,-1.0,0.0,591.0,1.0,0.0,0.0,-5.41,-1.0,0.0,657.8518617320656,542.6481382679344,0.0
20210201,595.0,612.0,587.0,611.0,3.3841,70161.938,607.0,626.4,604.0,533.97,24.07,37.77,26.96,21.33,0.66,-2.46,1.0,1.0,603.0,0.0,0.0,0.0,-5.630000000000003,-1.0,0.0,663.1031037679071,544.8968962320929,0.0
20210202,629.0,638.0,622.0,632.0,3.437,80724.203,610.0,626.9,608.5,536.86,32.35,35.96,25.87,21.48,3.61,0.81,1.0,1.0,615.0,0.0,0.0,0.0,-4.390000000000001,1.0,1.0,668.6404545626319,548.3595454373681,0.0
20210203,638.0,642.0,630.0,630.0,-0.3165,59763.227,613.0,625.2,612.55,539.84,39.94,37.29,24.93,21.19,2.77,0.77,-1.0,0.0,627.0,0.0,0.0,1.0,-3.7399999999999984,1.0,0.0,673.1141170578751,551.9858829421248,0.0
20210204,626.0,632.0,620.0,627.0,-0.4762,47547.871,618.2,620.6,615.65,542.68,49.23,41.27,24.04,20.49,1.42,1.03,-1.0,0.0,639.0,0.0,0.0,0.0,-3.5500000000000007,1.0,0.0,675.9829420797627,555.3170579202373,0.0
20210205,638.0,641.0,631.0,632.0,0.7974,57350.832,626.4,618.9,618.25,545.58,60.09,47.54,23.25,20.1,0.89,2.12,1.0,1.0,651.0,0.0,0.0,0.0,-3.1499999999999986,1.0,0.0,677.7961188911586,558.7038811088414,0.0
20210217,663.0,668.0,660.0,663.0,4.9051,115578.398,636.8,621.9,622.2,548.93,71.34,55.47,23.01,22.04,4.11,6.61,1.0,1.0,663.0,-1.0,0.0,0.0,-0.9700000000000024,1.0,0.0,680.5938564833665,563.8061435166336,0.0
20210218,664.0,665.0,656.0,660.0,-0.4525,54520.34,642.4,626.2,625.65,551.86,77.6,62.85,23.02,23.07,2.74,5.4,-1.0,0.0,660.96,0.0,0.0,0.0,0.05000000000000071,1.0,0.0,682.5629991741781,568.7370008258218,0.0
20210219,656.0,657.0,647.0,652.0,-1.2121,51651.844,646.8,629.9,628.0,554.63,78.48,68.06,23.01,22.98,0.8,3.51,-1.0,0.0,658.93,0.0,0.0,0.0,-0.030000000000001137,-1.0,-1.0,683.1164991177777,572.8835008822223,0.0
20210222,660.0,662.0,650.0,650.0,-0.3067,39512.078,651.4,634.8,630.9,557.18,78.25,71.46,22.91,22.48,-0.21,2.39,-1.0,0.0,656.89,0.0,0.0,0.0,-0.4299999999999997,-1.0,0.0,683.799800330436,578.0001996695639,0.0
20210223,641.0,643.0,633.0,641.0,-1.3846,52868.027,653.2,639.8,632.9,559.7,66.75,69.89,22.55,21.12,-1.87,0.19,-1.0,0.0,654.86,0.0,0.0,-1.0,-1.4299999999999997,-1.0,0.0,683.1536804622308,582.6463195377692,0.0
20210224,627.0,636.0,625.0,625.0,-2.4961,80010.641,645.6,641.2,633.8,561.98,47.97,62.58,21.75,18.54,-3.19,-2.53,-1.0,0.0,652.82,0.0,0.0,0.0,-3.210000000000001,-1.0,0.0,680.8788530021707,586.7211469978292,0.0
20210225,636.0,636.0,628.0,635.0,1.6,45279.277,640.6,641.5,634.2,564.29,42.4,55.85,20.82,17.1,-0.87,-1.01,1.0,1.0,650.79,0.0,0.0,0.0,-3.719999999999999,-1.0,0.0,677.6893696781179,590.7106303218821,0.0
20210226,611.0,618.0,606.0,606.0,-4.5669,137933.156,631.4,639.1,632.15,566.19,28.26,46.66,19.35,13.46,-4.02,-5.18,-1.0,0.0,648.75,0.0,0.0,0.0,-5.890000000000001,-1.0,0.0,671.728805881431,592.571194118569,0.0
20210302,621.0,622.0,609.0,609.0,0.495,57792.973,623.2,637.3,628.95,568.23,20.46,37.92,17.62,10.7,-2.28,-4.44,1.0,1.0,646.72,0.0,0.0,0.0,-6.920000000000002,-1.0,0.0,664.692977981696,593.2070220183041,0.0
20210303,609.0,622.0,601.0,622.0,2.1346,61171.387,619.4,636.3,627.6,570.44,24.57,33.47,15.98,9.45,0.42,-2.25,1.0,1.0,644.68,0.0,0.0,0.0,-6.530000000000001,1.0,1.0,659.7084611122988,595.4915388877013,0.0
20210304,609.0,611.0,601.0,601.0,-3.3762,75508.391,614.6,630.1,626.0,572.31,16.38,27.78,14.13,6.69,-2.21,-4.62,-1.0,0.0,642.65,0.0,-3.620000000000001,0.0,-7.44,-1.0,-1.0,654.6478354330654,597.3521645669346,0.0
20210305,588.0,605.0,584.0,601.0,0.0,85579.523,607.8,624.2,625.2,574.32,18.19,24.58,12.19,4.45,-1.12,-3.72,0.0,1.0,640.61,0.0,-1.8099999999999987,0.0,-7.739999999999999,-1.0,0.0,650.5354943705466,599.8645056294534,0.0
20210308,608.0,610.0,598.0,598.0,-0.4992,47676.629,606.2,618.8,624.35,576.12,20.03,23.07,10.23,2.41,-1.35,-3.36,-1.0,0.0,638.58,0.0,0.0,0.0,-7.82,-1.0,0.0,646.6260207398,602.0739792602001,-1.0
20210309,585.0,595.0,585.0,595.0,-0.5017,74471.344,603.4,613.3,624.05,577.72,20.41,22.18,8.29,0.54,-1.39,-2.98,-1.0,0.0,636.54,0.0,0.0,0.0,-7.749999999999999,1.0,1.0,643.3665026596431,604.7334973403568,-1.0
20210310,601.0,601.0,593.0,597.0,0.3361,41735.441,598.4,608.9,624.35,579.38,21.94,22.1,6.48,-0.77,-0.23,-1.95,1.0,1.0,634.51,0.0,0.0,0.0,-7.25,1.0,0.0,640.6750995402784,608.0249004597216,-1.0
20210311,596.0,612.0,595.0,609.0,2.0101,55462.781,600.0,607.3,624.25,581.15,36.56,26.92,5.02,-0.83,1.5,0.28,1.0,1.0,632.47,0.0,0.0,1.0,-5.85,1.0,0.0,637.767562650123,610.732437349877,-1.0
20210312,615.0,618.0,609.0,614.0,0.821,33876.988,602.6,605.2,623.35,582.82,50.69,34.84,3.92,-0.47,1.89,1.45,1.0,1.0,630.44,0.0,0.0,0.0,-4.39,1.0,0.0,634.6088753878885,612.0911246121116,0.0
20210315,614.0,614.0,609.0,611.0,-0.4886,29767.904,605.2,605.7,622.4,584.27,57.47,42.39,3.05,-0.43,0.96,0.88,-1.0,0.0,628.4,0.0,0.0,0.0,-3.48,1.0,0.0,632.0600517596956,612.7399482403043,-1.0
20210316,610.0,613.0,607.0,613.0,0.3273,37780.82,608.8,606.1,621.7,585.82,66.75,50.51,2.4,-0.22,0.69,1.14,1.0,1.0,626.37,0.0,0.0,0.0,-2.62,1.0,0.0,630.3438345079022,613.0561654920979,-1.0
20210317,612.0,612.0,602.0,604.0,-1.1456,43942.133,610.2,604.3,620.3,587.35,64.11,55.04,1.76,-0.78,-1.02,-0.05,-1.0,0.0,624.33,0.0,0.0,0.0,-2.54,1.0,0.0,628.5909046551025,612.0090953448974,-1.0
20210318,606.0,609.0,602.0,602.0,-0.3311,30223.846,608.8,604.4,617.25,588.78,59.91,56.66,1.14,-1.37,-1.12,-0.4,-1.0,0.0,622.3,0.0,0.0,0.0,-2.51,1.0,0.0,626.3129065426054,608.1870934573946,-1.0
20210319,594.0,598.0,591.0,591.0,-1.8272,74960.852,604.2,603.4,613.8,590.17,46.0,53.11,0.37,-2.69,-2.18,-2.06,-1.0,0.0,620.26,0.0,0.0,-1.0,-3.06,-1.0,-1.0,624.3932761693444,603.2067238306555,-1.0
20210322,588.0,598.0,586.0,593.0,0.3384,35931.375,600.6,602.9,610.85,591.65,37.96,48.06,-0.41,-3.53,-1.27,-1.64,1.0,1.0,618.23,0.0,0.0,0.0,-3.1199999999999997,-1.0,0.0,623.212737358692,598.487262641308,-1.0
20210323,597.0,603.0,593.0,594.0,0.1686,31933.357,596.8,602.8,608.05,593.02,33.64,43.25,-1.14,-4.08,-0.47,-1.46,1.0,1.0,616.19,0.0,0.0,0.0,-2.9400000000000004,1.0,1.0,622.0985052585676,594.0014947414323,-1.0
20210324,571.0,582.0,571.0,576.0,-3.0303,115318.352,591.2,600.7,604.8,594.15,25.97,37.49,-2.09,-5.89,-2.57,-4.11,-1.0,0.0,614.16,0.0,0.0,0.0,-3.8,-1.0,-1.0,620.4467696346562,589.1532303653437,-1.0
20210325,572.0,581.0,570.0,575.0,-0.1736,74225.813,585.8,597.3,602.3,595.23,21.1,32.03,-3.14,-7.32,-1.84,-3.73,-1.0,0.0,612.12,0.0,0.0,0.0,-4.18,-1.0,0.0,619.309729568691,585.290270431309,-1.0
20210326,582.0,592.0,580.0,590.0,2.6087,37937.242,585.6,594.9,600.05,596.47,29.57,31.21,-3.94,-7.17,0.75,-0.82,1.0,1.0,610.09,0.0,0.0,0.0,-3.23,1.0,1.0,618.1552720222592,581.9447279777407,0.0
20210329,599.0,602.0,596.0,599.0,1.5254,40573.914,586.8,593.7,599.7,597.97,42.73,35.05,-4.4,-6.25,2.08,0.89,1.0,1.0,608.05,0.0,0.0,1.0,-1.8499999999999996,1.0,0.0,618.629344943764,580.7706550562361,0.0
20210330,600.0,600.0,592.0,597.0,-0.3339,34686.348,587.4,592.1,599.1,599.43,51.56,40.55,-4.65,-5.61,1.63,0.83,-1.0,0.0,606.02,0.0,0.0,0.0,-0.96,1.0,0.0,618.8606547209348,579.3393452790652,0.0
20210331,596.0,597.0,587.0,587.0,-1.675,44454.672,589.6,590.4,597.35,600.72,51.55,44.22,-4.89,-5.85,-0.44,-0.58,-1.0,0.0,603.98,0.0,0.0,0.0,-0.96,0.0,0.0,617.9328229356423,576.7671770643577,0.0
20210401,598.0,602.0,594.0,602.0,2.5554,45972.766,595.0,590.4,597.4,602.23,66.69,51.71,-4.86,-4.77,1.18,1.96,1.0,1.0,601.95,0.0,0.0,0.0,0.09000000000000075,1.0,0.0,618.5434954536851,576.2565045463149,0.0
20210406,615.0,616.0,608.0,610.0,1.3289,37664.215,599.0,592.3,597.85,603.82,73.44,58.95,-4.54,-3.23,1.84,2.99,1.0,1.0,599.91,0.0,0.0,0.0,1.31,1.0,0.0,619.2049028328391,576.4950971671609,0.0
20210407,614.0,614.0,608.0,610.0,0.0,28140.965,601.2,594.0,598.45,605.4,77.95,65.29,-4.03,-1.99,1.46,2.69,0.0,1.0,597.88,0.0,0.0,0.0,2.04,1.0,0.0,619.7113093435,577.1886906565001,0.0
20210408,606.0,613.0,603.0,613.0,0.4918,26658.283,604.4,595.9,599.35,606.87,83.13,71.23,-3.37,-0.76,1.42,2.87,1.0,1.0,595.84,0.0,3.1299999999999955,0.0,2.6100000000000003,1.0,0.0,620.1532996180895,578.5467003819106,0.0
20210409,618.0,618.0,609.0,610.0,-0.4894,31601.619,609.0,599.3,600.0,608.2,81.73,74.73,-2.7,-0.02,0.16,1.79,-1.0,0.0,593.81,0.0,1.730000000000004,0.0,2.68,1.0,0.0,619.930230806491,580.069769193509,0.0
20210412,612.0,613.0,603.0,605.0,-0.8197,23319.822,609.6,602.3,599.8,609.35,73.84,74.44,-2.13,0.16,-0.75,0.45,-1.0,0.0,591.77,0.0,0.0,-1.0,2.29,-1.0,-1.0,618.536068824596,581.0639311754039,0.0
20210413,604.0,613.0,604.0,605.0,0.0,27386.926,608.6,603.8,599.35,610.4,68.58,72.49,-1.65,0.29,-0.59,0.2,0.0,1.0,589.74,0.0,0.0,0.0,1.94,-1.0,0.0,616.686905000605,582.0130949993951,0.0
20210414,608.0,612.0,600.0,612.0,1.157,31144.922,609.0,605.1,599.4,611.45,72.6,72.52,-1.13,0.96,0.49,1.14,1.0,1.0,587.7,0.0,0.0,1.0,2.09,1.0,1.0,615.0693737909337,583.7306262090663,0.0
20210415,612.0,619.0,607.0,619.0,1.1438,36394.254,610.2,607.3,599.7,612.35,81.74,75.6,-0.5,2.02,1.44,1.93,1.0,1.0,585.67,0.0,1.7399999999999949,0.0,2.52,1.0,0.0,613.292029833693,586.107970166307,1.0
20210416,610.0,611.0,603.0,610.0,-1.454,49952.191,610.2,609.6,600.0,612.85,72.03,74.41,0.03,2.12,-0.03,0.07,-1.0,0.0,583.63,0.0,0.0,-1.0,2.0900000000000003,-1.0,-1.0,611.1594567520108,588.8405432479892,0.0
20210419,605.0,607.0,601.0,603.0,-1.1475,25234.977,609.8,609.7,600.05,613.17,53.29,67.37,0.34,1.61,-1.12,-1.1,-1.0,0.0,581.6,0.0,0.0,0.0,1.27,-1.0,0.0,608.8470605886284,591.2529394113715,0.0
20210420,598.0,602.0,595.0,602.0,-0.1658,36655.07,609.2,608.9,600.6,613.35,45.25,59.99,0.5,1.11,-1.18,-1.13,-1.0,0.0,579.56,0.0,0.0,0.0,0.6100000000000001,-1.0,0.0,607.2970347916074,593.9029652083926,0.0
20210421,599.0,599.0,592.0,592.0,-1.6611,41893.727,605.2,607.1,600.55,613.13,30.16,50.05,0.38,-0.08,-2.18,-2.49,-1.0,0.0,577.53,0.0,0.0,0.0,-0.46,-1.0,0.0,605.3687420557651,595.7312579442348,-1.0
20210422,596.0,598.0,591.0,591.0,-0.1689,38094.824,599.6,604.9,600.4,613.12,20.11,40.07,0.08,-1.1,-1.43,-2.3,-1.0,0.0,575.49,0.0,0.0,0.0,-1.1800000000000002,-1.0,0.0,603.6086757393042,597.1913242606958,-1.0
20210423,592.0,602.0,590.0,602.0,1.8613,29004.756,598.0,604.1,601.7,613.13,27.2,35.78,-0.13,-1.01,0.67,-0.35,1.0,1.0,573.46,0.0,0.0,0.0,-0.88,1.0,1.0,604.1359597697827,599.2640402302173,0.0
20210426,605.0,610.0,603.0,610.0,1.3289,32426.908,599.4,604.6,603.45,613.18,41.12,37.56,-0.17,-0.29,1.77,0.89,1.0,1.0,571.42,0.0,0.0,1.0,-0.11999999999999997,1.0,0.0,606.1706387117734,600.7293612882266,1.0
20210427,608.0,611.0,605.0,610.0,0.0,26761.4,601.0,605.1,604.45,612.9,50.4,41.84,-0.08,0.28,1.5,0.81,0.0,1.0,569.39,0.0,0.0,0.0,0.36000000000000004,1.0,0.0,607.866763819757,601.0332361802431,1.0
20210428,606.0,608.0,601.0,602.0,-1.3115,24601.486,603.0,604.1,604.6,612.15,52.65,45.44,-0.04,0.08,-0.17,-0.35,-1.0,0.0,567.35,0.0,0.0,0.0,0.12,-1.0,-1.0,608.5724646002199,600.6275353997802,0.0
20210429,609.0,609.0,600.0,600.0,-0.3322,35756.461,604.8,602.2,604.75,610.93,50.97,47.29,-0.08,-0.23,-0.79,-0.37,-1.0,0.0,565.32,0.0,0.0,0.0,-0.15000000000000002,-1.0,0.0,609.1557462477996,600.3442537522004,-1.0
20210503,595.0,597.0,588.0,588.0,-2.0,46801.188,602.0,600.0,604.8,609.92,33.98,42.85,-0.35,-1.43,-2.33,-2.0,-1.0,0.0,563.28,0.0,0.0,-1.0,-1.08,-1.0,0.0,609.3484365445722,600.2515634554277,-1.0
20210504,588.0,594.0,582.0,591.0,0.5102,45507.48,598.2,598.8,604.25,609.22,33.0,39.57,-0.7,-2.11,-1.2,-1.3,1.0,1.0,561.25,0.0,0.0,0.0,-1.41,-1.0,0.0,608.7442741349411,599.7557258650589,-1.0
20210505,594.0,594.0,585.0,585.0,-1.0152,31786.592,593.2,597.1,603.0,608.68,25.45,34.86,-1.18,-3.11,-1.38,-2.03,-1.0,0.0,559.21,0.0,0.0,0.0,-1.93,-1.0,0.0,607.2881551977512,598.7118448022488,-1.0
20210506,590.0,590.0,580.0,587.0,0.3419,33165.445,590.2,596.6,601.85,608.22,24.49,31.4,-1.68,-3.69,-0.54,-1.61,1.0,1.0,557.18,0.0,0.0,0.0,-2.01,-1.0,0.0,605.915522721619,597.784477278381,-1.0
20210507,594.0,600.0,589.0,599.0,2.0443,28719.598,590.0,597.4,601.15,608.18,36.76,33.19,-1.98,-3.14,1.53,0.27,1.0,1.0,555.14,0.0,0.0,1.0,-1.1600000000000001,1.0,1.0,605.0898318492037,597.2101681507962,0.0
20210510,596.0,597.0,588.0,589.0,-1.6694,21365.582,590.2,596.1,600.1,608.15,34.18,33.52,-2.28,-3.48,-0.2,-1.19,-1.0,0.0,553.11,0.0,0.0,0.0,-1.2000000000000002,-1.0,-1.0,604.0314723704994,596.1685276295007,-1.0
20210511,579.0,580.0,570.0,571.0,-3.056,66035.836,586.2,592.2,598.4,607.48,23.64,30.23,-2.85,-5.14,-2.59,-3.58,-1.0,0.0,551.07,0.0,0.0,-1.0,-2.2899999999999996,-1.0,0.0,602.5099239652334,594.2900760347666,-1.0
20210512,567.0,571.0,518.0,560.0,-1.9264,138328.672,581.2,587.2,596.15,606.28,31.15,30.53,-3.73,-7.26,-3.65,-4.63,-1.0,0.0,549.04,0.0,0.0,1.0,-3.53,-1.0,0.0,600.8139334257684,591.4860665742316,-1.0
20210513,547.0,563.0,541.0,547.0,-2.3214,71519.43,573.2,581.7,592.9,604.9,32.55,31.21,-4.96,-9.87,-4.57,-5.97,-1.0,0.0,547.0,1.0,0.0,0.0,-4.909999999999999,-1.0,0.0,598.8291883930265,586.9708116069735,-1.0
